"文件路径","类别","当前状态","对照20260912","字节数","SHA256","顶层hd_dc符号数","符号","说明"
"common/scripted_effects/hd_dc_party_effects.txt","common","存在","不在101文件清单","4274","a0c8080a1bb928cbea91f3815667db09389d71b7af46b05754c164e9bf4e3fef","2","hd_dc_boot_party_effect / hd_dc_bind_party_leader_effect","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_effects/hd_dc_party_event_effects.txt","common","存在","不在101文件清单","3760","00533961733c8cf9f6362900fc05534a091e2783f45a5151e5a653e981b039a5","5","hd_dc_par01_assert_existing_policy_effect / hd_dc_apply_par01_command_response_effect / hd_dc_finish_authored_party_node_effect / hd_dc_dispatch_par01_effect / hd_dc_maintain_party_events_effect","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_effects/hd_dc_party_selection_effects.txt","common","存在","不在101文件清单","8299","a8b07d13379697af1c6129ea9a670b7d2e38f51ad080bacc102f2a8b2e291add","3","hd_dc_select_party_pair_effect / hd_dc_save_selected_party_pair_effect / hd_dc_snapshot_party_pool_effect","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_effects/hd_dc_payment_effects.txt","common","存在","不在101文件清单","3568","7dbf355c930bd191ebb15d2905ba8ed00dafeb71bc76894f2bc85fddcb128e46","2","hd_dc_execute_payment_effect / hd_dc_credit_payment_governance_effect","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_effects/hd_dc_point_effects.txt","common","存在","字节相同","6153","f6801bb4a39d7d0df602a6be4ae010c7ae6ee17fecc59eb481d8bf9204f23ebf","3","hd_dc_change_points_effect / hd_dc_archive_point_change_effect / hd_dc_commit_point_receipt_effect","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_effects/hd_dc_policy_audit_effects.txt","common","存在","不在101文件清单","14331","f0d8233c79fb36866d00391d8624ff8a23fd31c56ca4d785a76b7951930b48a5","10","hd_dc_par01_offer_audit_effect / hd_dc_par01_send_executor_effect / hd_dc_par01_answer_executor_effect / hd_dc_par01_fund_audit_side_effect / hd_dc_maintain_par01_audit_effect / hd_dc_par01_check_trial_side_effect / hd_dc_par01_end_trial_side_effect / hd_dc_par01_request_reports_effect / hd_dc_par01_submit_audit_effect / hd_dc_finish_par01_audit_effect","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_effects/hd_dc_policy_effects.txt","common","存在","不在101文件清单","8048","ee67375c654cec52948945acda8360137e25e2edde56ed95e1c6c051885f88d5","6","hd_dc_fund_par01_trial_effect / hd_dc_begin_par01_trial_effect / hd_dc_maintain_policy_trial_effect / hd_dc_finish_policy_trial_effect / hd_dc_deliver_policy_trial_notice_effect / hd_dc_deliver_policy_leader_notice_effect","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_effects/hd_dc_policy_offer_effects.txt","common","存在","不在101文件清单","6748","7040397bf5c926afec6ef60b846054a961ec94db65ca5da63b6519f842f100e5","7","hd_dc_offer_par01_leadership_effect / hd_dc_consume_par01_policy_offer_effect / hd_dc_create_par01_local_offer_effect / hd_dc_finish_par01_offer_effect / hd_dc_release_par01_offer_node_effect / hd_dc_note_par01_trial_started_effect / hd_dc_note_par01_reserve_disappointment_effect","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_effects/hd_dc_pressure_effects.txt","common","存在","不在101文件清单","7497","b09a6dd634ad168f3f08e024d89e0986a4f58a057d8466a0ce60269cf593d679","7","hd_dc_sync_pressure_effect / hd_dc_pressure_phase_end_effect / hd_dc_remove_character_pressure_effect / hd_dc_apply_character_pressure_effect / hd_dc_remove_county_pressure_effect / hd_dc_apply_county_pressure_effect / hd_dc_apply_pressure_sources_effect","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_effects/hd_dc_proposal_effects.txt","common","存在","字节相同","8908","931b6f8db4e3164be7567eeec3e0db3221429166deff1b22d3b98f5ce1d6d4d7","7","hd_dc_create_proposal_effect / hd_dc_deliver_proposal_effect / hd_dc_accept_proposal_effect / hd_dc_counter_proposal_effect / hd_dc_reject_proposal_effect / hd_dc_return_proposal_result_effect / hd_dc_maintain_proposal_effect","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_effects/hd_dc_ransom_effects.txt","common","存在","不在101文件清单","10499","5b8c06f83deef27dbfd5bba7088f1b8688bd448b489b93bc7823fc938b4754b4","7","hd_dc_start_ord09_effect / hd_dc_ord09_offer_effect / hd_dc_ord09_refuse_effect / hd_dc_consume_ord09_proposal_effect / hd_dc_execute_ord09_ransom_effect / hd_dc_refund_ord09_payment_effect / hd_dc_finish_ord09_exchange_effect","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_effects/hd_dc_record_effects.txt","common","存在","不在101文件清单","11586","2e77673a19493e5fcd06adf30ae9f130d3ed1160d5f068ba6c30b4aec60461a9","9","hd_dc_stamp_calendar_effect / hd_dc_select_record_keeper_effect / hd_dc_repair_record_keeper_effect / hd_dc_create_record_effect / hd_dc_prepare_instance_effect / hd_dc_commit_instance_boot_effect / hd_dc_abort_unstarted_instance_effect / hd_dc_create_actor_record_effect / hd_dc_maintain_record_registry_effect","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_effects/hd_dc_relation_effects.txt","common","存在","不在101文件清单","1324","2faf9b44c9b3b04a87fe0f199140cb14304e30b930eb1163abbb6d7958d90144","1","hd_dc_prepare_rivalry_roll_effect","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_effects/hd_dc_ritual_effects.txt","common","存在","不在101文件清单","5205","cdc93de826354aa97404ed87c7030cfbfd276d40b3b3d7fca43e6aa4b2169cc1","4","hd_dc_initialize_ritual_register_effect / hd_dc_refresh_ritual_order_effect / hd_dc_restore_ritual_order_effect / hd_dc_grant_ritual_precedence_effect","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_effects/hd_dc_royal_effects.txt","common","存在","不在101文件清单","4272","67b2dbff41d94daf565181a1bb524b6222603d81b15c8bc07411f41048fa5d19","2","hd_dc_boot_royal_effect / hd_dc_boot_royal_actor_effect","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_effects/hd_dc_royal_event_effects.txt","common","存在","字节相同","15420","5d30f04c27ae1e5bd44d8540f1a8e24da02b8511411032dc8fa998134fb98d66","12","hd_dc_dispatch_roy01_effect / hd_dc_roy01_restore_effect / hd_dc_roy01_assert_effect / hd_dc_roy01_offer_precedence_effect / hd_dc_consume_roy01_proposal_effect / hd_dc_finish_roy01_effect / hd_dc_invite_royal_register_effect / hd_dc_receive_royal_invitation_effect / hd_dc_cancel_royal_invitation_delivery_effect / hd_dc_maintain_royal_events_effect / hd_dc_answer_royal_invitation_effect / hd_dc_close_royal_invitation_effect","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_effects/hd_dc_royal_mediation_effects.txt","common","存在","不在101文件清单","6109","3bbe4b711ec5dcff356b8b62945f864c739493b89482a7888bb101964416cc76","2","hd_dc_roy01_offer_mediation_effect / hd_dc_consume_roy01_mediation_effect","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_effects/hd_dc_royal_offer_effects.txt","common","存在","不在101文件清单","8805","fc353d3fde137afaffab2c644f2d03b212b2bfc1b6be6292079bfa2e7837c0c6","5","hd_dc_send_royal_support_offer_effect / hd_dc_accept_royal_support_offer_effect / hd_dc_pay_royal_support_reward_effect / hd_dc_refuse_royal_support_offer_effect / hd_dc_maintain_royal_support_offer_effect","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_effects/hd_dc_royal_pause_effects.txt","common","存在","不在101文件清单","8190","4e5957506098df5bea4ae6c0efefa303f442ffc3a32116515beb9478dfb7830c","8","hd_dc_pause_royal_support_effect / hd_dc_dispatch_claimant_demand_effect / hd_dc_guard_claimant_demand_effect / hd_dc_declare_claimant_faction_war_effect / hd_dc_guard_claimant_faction_war_effect / hd_dc_resume_claimant_mobilization_effect / hd_dc_maintain_royal_pause_effect / hd_dc_accept_claimant_demand_effect","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_effects/hd_dc_royal_protection_effects.txt","common","存在","字节相同","21092","f30b839121fee5e8e56ddf0b49ea37ef4f71403cff6498a17fbf690096ab8de3","20","hd_dc_request_royal_protection_effect / hd_dc_answer_royal_protection_effect / hd_dc_freeze_protection_subject_effect / hd_dc_clear_protection_reason_effect / hd_dc_begin_protection_reason_effect / hd_dc_begin_protection_positive_imprisonment_effect / hd_dc_begin_protection_positive_execution_effect / hd_dc_capture_protection_reason_effect / hd_dc_freeze_protection_purge_reason_effect / hd_dc_capture_protection_purge_reason_effect / hd_dc_capture_protection_revocation_effect / hd_dc_capture_protection_capital_revocation_effect / hd_dc_capture_protection_direct_title_revocation_effect / hd_dc_clear_title_protection_reason_effect / hd_dc_record_protection_harm_effect / hd_dc_record_protection_unknown_death_effect / hd_dc_record_protection_unknown_revocation_effect / hd_dc_consume_protection_harm_effect / hd_dc_maintain_royal_protection_effect / hd_dc_finish_royal_protection_effect","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_effects/hd_dc_royal_resolution_effects.txt","common","存在","不在101文件清单","7398","ade6eda0f1636a1644f61f68677bbeca0c3ec05047165c7375b3d374c734ef38","4","hd_dc_observe_royal_war_resolution_effect / hd_dc_settle_royal_enthronement_support_effect / hd_dc_audit_royal_governance_effect / hd_dc_settle_royal_loyal_kin_effect","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_effects/hd_dc_royal_support_effects.txt","common","存在","不在101文件清单","2747","e222b83019b3b5bbe6105cf82de8332afddf11ac2f7c4dd43e4a9037cea8bef4","1","hd_dc_execute_royal_support_effect","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_effects/hd_dc_scheduler_effects.txt","common","存在","不在101文件清单","3972","765fb17e172a984809fc4e2879324440d1a9a6374b223295d0ba75bb6eb9b128","1","hd_dc_observe_annual_crisis_pool_effect","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_effects/hd_dc_theft_effects.txt","common","存在","不在101文件清单","5662","a2800f7538d128ac616ab96c42946c51ddbd4b659f3f56157ee31ec7675773f3","3","hd_dc_begin_theft_phase_effect / hd_dc_withdraw_treasury_effect / hd_dc_commit_theft_withdrawal_effect","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_effects/hd_dc_theft_pulse_effects.txt","common","缺失","交付清单文件已缺失","0","","0","","只记录现状，未恢复"
"common/scripted_effects/hd_dc_trait_effects.txt","common","存在","不在101文件清单","2970","5e5c115e52c32034c5b104f8af3d7cfaa6dc616520bd42b98e926ba4f8a8e48f","2","hd_dc_prepare_substance_trait_roll_effect / hd_dc_roll_drunkard_effect","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_effects/hd_dc_unity_effects.txt","common","存在","不在101文件清单","722","ebaef9bbd41a30367f83b204c3631db7e29d437741510e621480cc26f1de7e21","1","hd_dc_add_unity_effect","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_effects/hd_dc_war_effects.txt","common","存在","不在101文件清单","11093","909fd3c2f6a965928e8a0fe937a19f2b12952e18001df3e88942c7e96deca594","7","hd_dc_bind_core_war_effect / hd_dc_register_started_royal_war_effect / hd_dc_record_core_war_result_effect / hd_dc_capture_royal_final_war_roster_effect / hd_dc_maintain_core_war_effect / hd_dc_refresh_escalation_guard_effect / hd_dc_register_core_war_effect","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_effects/saas_situation_effects.txt","common","存在","不在101文件清单","4045","3b7ac78f0be8514e270e08bf880aed19cceb994b35ff0d1f441f5d3479ea6a5c","0","","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_effects/tgp_debate_scripted_effects.txt","common","存在","不在101文件清单","24602","529ed5b7cc132f222714807d3517ae2613df281dd83ffccbdc2b826bb14a0c25","0","","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_effects/zz_hd_dynastic_cycle_effects.txt","common","存在","字节相同","6242","89409b05ebb4b76ec1e089e5b59e8c4baae24295c40de93399ccabcc45327197","0","","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_effects/zz_hd_palace_crisis_effects.txt","common","存在","不在101文件清单","19150","f9741f4cae03330cfb6ac36db160714cc8d216aa522fdcbcb62db939135d68e2","0","","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_effects/zz_hd_uprising_war_effects.txt","common","存在","不在101文件清单","4200","ef96fd76b490b53f24074dd8cbcd92a19c1c859492dd0955e0e18f63ba00a01c","0","","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_modifiers/hd_dc_faction_modifiers.txt","common","存在","不在101文件清单","770","47ce80953b10be0e5f27abf7723f3ac4646c7fa4d910919d0ed84fe2ae31b18d","1","hd_dc_faction_demand_hazard_modifier","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_modifiers/hd_dc_hazard_modifiers.txt","common","存在","不在101文件清单","529","00f2ec72a00ae9aac7b73a81e19997acc64a935cf3aa7775bbe1f6c617c731b5","1","hd_dc_scheme_hazard_modifier","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_rules/00_rules.txt","common","存在","不在101文件清单","41439","fbe91fe7eaa6f33ff9afe7757e5e81a311602b7821bad49ebe828c0fe42b7003","0","","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_triggers/hd_dc_debug_native_relation_triggers.txt","common","存在","字节相同","1595","943870aad764cb42fa430184b752445ad7b93a04b671321690610ce61bcf8d24","4","hd_dc_debug_adultery_unfaithful_trigger / hd_dc_debug_adultery_valid_partner_trigger / hd_dc_debug_yearly_1010_abductee_trigger / hd_dc_debug_yearly_1010_abductor_trigger","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_triggers/hd_dc_debug_triggers.txt","common","存在","字节相同","6991","7dadc243ad4396e8dee9b10ee9bbe87b88b0541ea0743c9d357674c9a1b3afa9","12","hd_dc_debug_manual_entry_trigger / hd_dc_debug_family_scene_trigger / hd_dc_debug_rival_scene_trigger / hd_dc_debug_crisis_slot_trigger / hd_dc_debug_roy_entry_trigger / hd_dc_debug_par_entry_trigger / hd_dc_debug_par_scene_trigger / hd_dc_debug_epidemic_county_trigger / hd_dc_debug_epidemic_intensity_trigger / hd_dc_debug_selected_epidemic_county_trigger / hd_dc_debug_roy_potential_trigger / hd_dc_debug_support_sender_trigger","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_triggers/hd_dc_enemy_child_triggers.txt","common","存在","不在101文件清单","5416","fa000f872fdd2bc7d54afd93dd52301fb196833d919cf017771bd91d50f2543e","9","hd_dc_ord19_visitor_trigger / hd_dc_ord19_eligible_trigger / hd_dc_ord19_window_valid_trigger / hd_dc_ord19_guarantor_trigger / hd_dc_ord19_can_offer_cooperation_trigger / hd_dc_ord19_cooperation_context_trigger / hd_dc_ord19_cooperation_response_trigger / hd_dc_ord19_cooperation_invitation_trigger / hd_dc_ord19_cooperation_letter_trigger","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_triggers/hd_dc_era_triggers.txt","common","存在","不在101文件清单","2237","2b27860190fff556756e915f4f7dce98bb674dc63cd1a08635b586233bd37f1b","9","hd_dc_snapshot_valid_trigger / hd_dc_has_hegemon_trigger / hd_dc_low_control_trigger / hd_dc_restored_control_trigger / hd_dc_is_mandate_war_trigger / hd_dc_mandate_war_pending_trigger / hd_dc_can_enter_chaos_trigger / hd_dc_can_leave_chaos_trigger / hd_dc_can_receive_mandate_reward_trigger","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_triggers/hd_dc_existing_trait_pool_triggers.txt","common","存在","不在101文件清单","598","5021e88d47441ea8085abe323fc502ff7e9a5969d73885075201bbad90f298fc","4","hd_dc_existing_pool_drunkard_trigger / hd_dc_existing_pool_rakish_trigger / hd_dc_existing_profligate_candidate_trigger / hd_dc_existing_depressed_candidate_trigger","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_triggers/hd_dc_faction_pulse_claimant_triggers.txt","common","存在","哈希变化","3168","03a26f2aab1c6a2ee09ebca9b9ebf95f6120f08e493999f607edd5197a5fff54","3","hd_dc_extra_claimant_creator_trigger / hd_dc_extra_claimant_person_trigger / hd_dc_extra_claimant_available_trigger","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_triggers/hd_dc_faction_pulse_triggers.txt","common","存在","不在101文件清单","1443","d69a184a3a8e7020d48ad2b74b3478751f08401f1ed0a90c6e0e4ba5ee2d0b05","5","hd_dc_extra_faction_vassal_trigger / hd_dc_extra_faction_creator_trigger / hd_dc_extra_faction_county_trigger / hd_dc_extra_character_faction_available_trigger / hd_dc_extra_county_faction_available_trigger","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_triggers/hd_dc_governance_triggers.txt","common","存在","不在101文件清单","3272","9d8b05f4a5bf9b646d976bba5257b76e10e8529dc73ed52329bb32261272edd2","7","hd_dc_war_disrupts_governance_trigger / hd_dc_governance_peace_trigger / hd_dc_governance_accounts_ready_trigger / hd_dc_governance_substantive_settlement_trigger / hd_dc_governance_full_fulfillment_trigger / hd_dc_governance_reviewer_trigger / hd_dc_governance_window_valid_trigger","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_triggers/hd_dc_governor_trait_triggers.txt","common","存在","不在101文件清单","2570","8ba62594796c8a93cfe616ad9b171859d5cf055a8dc16a55a7c80538d67d4424","1","hd_dc_governor_trait_candidate_trigger","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_triggers/hd_dc_hazard_triggers.txt","common","存在","不在101文件清单","517","b91f8f0707d81071920e33a38db6ee105698d9e00f1e2bc26ef9012132f14806","1","hd_dc_scheme_hazard_inputs_trigger","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_triggers/hd_dc_mechanism_triggers.txt","common","存在","不在101文件清单","688","e3c3e417b1e1c661683e34e371178d87d72f55b5f1071ad99332121a3efd1880","2","hd_dc_in_chaos_region_trigger / hd_dc_can_raid_in_chaos_trigger","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_triggers/hd_dc_military_selection_triggers.txt","common","存在","不在101文件清单","1130","44c0036830bab8f5debe156f90868e840fa85e38ece7d8d8433cadf2e928c81c","1","hd_dc_military_social_snapshot_valid_trigger","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_triggers/hd_dc_natural_disaster_triggers.txt","common","存在","不在101文件清单","794","186887f54651c54ad9b2aa05521a1d8999532210c0fe4f64cfef5590beef3bd7","2","hd_dc_earthquake_county_eligible_trigger / hd_dc_flood_county_eligible_trigger","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_triggers/hd_dc_negative_completion_triggers.txt","common","存在","字节相同","1514","6e9d876a2970a22d26d16b9c4268337cd5ca8b5ae5dc882175dc0bbbfea9c041","2","hd_dc_negative_completion_eligible_trigger / hd_dc_negative_completion_guest_coping_trigger","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_triggers/hd_dc_ordinary_triggers.txt","common","存在","不在101文件清单","3451","16288884eae025ccb179459848e7e9ea353c8b141dc2fee2972d5af4f8a828f6","8","hd_dc_ord13_petitioner_trigger / hd_dc_ord13_eligible_trigger / hd_dc_ord13_window_valid_trigger / hd_dc_ord13_delegation_valid_trigger / hd_dc_ord13_confidant_trigger / hd_dc_ord13_has_confidant_trigger / hd_dc_ord13_help_response_valid_trigger / hd_dc_ord13_native_stress_followup_trigger","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_triggers/hd_dc_party_case_triggers.txt","common","存在","不在101文件清单","2329","b26cc02191f3a1e4712d63de7131ecf88f9096c2c442ff6fd8ea5a862c4a1e4e","3","hd_dc_party_case_county_trigger / hd_dc_party_case_current_trigger / hd_dc_party_case_window_valid_trigger","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_triggers/hd_dc_party_event_triggers.txt","common","存在","不在101文件清单","2203","13850547cbf6719dd2111fc607d92566dc112626aa2ec13c94374d0fd9a00f0b","2","hd_dc_par01_parties_valid_trigger / hd_dc_par01_window_valid_trigger","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_triggers/hd_dc_party_triggers.txt","common","存在","不在101文件清单","4664","fad70957bec055793ccafc01701a8664395eeadc0fd3e28f2222adf55d749b0c","7","hd_dc_par_named_pair_trigger / hd_dc_par_native_movement_trigger / hd_dc_par_office_member_trigger / hd_dc_par_group_qualified_trigger / hd_dc_par_snapshot_valid_trigger / hd_dc_par_group_snapshot_current_trigger / hd_dc_par_hostile_pair_trigger","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_triggers/hd_dc_payment_triggers.txt","common","存在","不在101文件清单","1741","c5fb5b2695b580fc68c19428cff69a0d98481dcd7d3d5ccec5c44fd4ddc25fde","2","hd_dc_payment_authorized_trigger / hd_dc_payment_completed_trigger","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_triggers/hd_dc_policy_audit_triggers.txt","common","存在","不在101文件清单","3236","bad2f18fd24b883306be8f07ee83220b071ba08525c448af7eb89ae0f4f99e23","6","hd_dc_par01_audit_available_trigger / hd_dc_par01_comparison_county_trigger / hd_dc_par01_comparison_available_trigger / hd_dc_par01_audit_context_trigger / hd_dc_par01_executor_window_trigger / hd_dc_par01_auditor_window_trigger","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_triggers/hd_dc_policy_offer_triggers.txt","common","存在","不在101文件清单","2878","fea8362e5791bb4a3f6bc16cac8f7e0cd64b0d99bfa913e404975ae31ee483cd","2","hd_dc_par01_relief_offer_valid_trigger / hd_dc_par01_offer_context_trigger","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_triggers/hd_dc_policy_triggers.txt","common","存在","字节相同","5123","65859ae87ca90486979d2dd8ffd1912897cb52e61a1facbb6d7e07e27ea016bc","6","hd_dc_policy_affected_county_trigger / hd_dc_par01_local_agreement_trigger / hd_dc_par01_political_consent_trigger / hd_dc_par01_trial_ready_trigger / hd_dc_policy_notice_recipient_trigger / hd_dc_policy_trial_authority_trigger","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_triggers/hd_dc_proposal_triggers.txt","common","存在","不在101文件清单","1123","048d9574fa897edb80da8dc6f41ec22610b24521d90e2388c2cbc3233eb10f2e","1","hd_dc_proposal_response_valid_trigger","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_triggers/hd_dc_ransom_triggers.txt","common","存在","不在101文件清单","2739","32f83a561c21cdf46d32208c6bb90e934e29fea5b0fa42525459722c2e763199","8","hd_dc_ord09_releasable_trigger / hd_dc_ord09_captor_trigger / hd_dc_ord09_prisoner_trigger / hd_dc_ord09_eligible_trigger / hd_dc_ord09_case_valid_trigger / hd_dc_ord09_window_valid_trigger / hd_dc_ord09_exchange_prisoner_trigger / hd_dc_ord09_can_exchange_trigger","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_triggers/hd_dc_record_triggers.txt","common","存在","不在101文件清单","1570","dc3fe86a567ee427d468998b5dec2d5a151742ab5339da1f71d287356a383c03","1","hd_dc_record_needs_monthly_trigger","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_triggers/hd_dc_royal_event_triggers.txt","common","存在","不在101文件清单","3118","9ad0fdea0e262e4a2a98c13cb9a4721a586b752e31780dea1fa5cc57b43e3a22","6","hd_dc_roy01_window_valid_trigger / hd_dc_roy01_seat_claim_trigger / hd_dc_roy01_parties_valid_trigger / hd_dc_roy01_neutral_elder_trigger / hd_dc_royal_invitation_delivery_valid_trigger / hd_dc_royal_invitation_valid_trigger","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_triggers/hd_dc_royal_offer_triggers.txt","common","存在","不在101文件清单","2450","c15bf44b89baa624f6fa31b785d57888995c4b0f6e5ea350d29a1be647141471","2","hd_dc_royal_offer_pair_trigger / hd_dc_royal_offer_response_trigger","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_triggers/hd_dc_royal_pause_triggers.txt","common","存在","不在101文件清单","718","0a1e43f3aa2ff6fcd13753e7a50efb428c9002fd7de966b0d7f71510ae7e019d","2","hd_dc_claimant_mobilization_paused_trigger / hd_dc_can_pause_royal_support_trigger","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_triggers/hd_dc_royal_protection_triggers.txt","common","存在","不在101文件清单","967","7e5a260ed5eb4d8fd942cb6c1a77637f5955464773c253fa23c10c22e3444257","2","hd_dc_royal_protection_context_trigger / hd_dc_royal_protection_response_trigger","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_triggers/hd_dc_royal_resolution_triggers.txt","common","存在","不在101文件清单","1843","2dd17063dbe317b30f578c9ad15c8fe5204094f1ffb5b66af8cd74ff904d0322","3","hd_dc_royal_war_enthronement_trigger / hd_dc_royal_war_defended_trigger / hd_dc_royal_supported_war_resolution_trigger","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_triggers/hd_dc_royal_support_triggers.txt","common","存在","不在101文件清单","2449","66a3e10abde7ee1d526da2aa1ad0de4dcfc7eed3e82f9b52c2b86ffceceab546","2","hd_dc_royal_support_identity_trigger / hd_dc_royal_support_join_authorized_trigger","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_triggers/hd_dc_royal_triggers.txt","common","存在","不在101文件清单","1509","a10d1562c3f61670f98f69e88a398e5097eeaa013234fedd446c2c130b05dfff","2","hd_dc_royal_candidate_trigger / hd_dc_royal_story_has_faction_trigger","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_triggers/hd_dc_theft_pulse_triggers.txt","common","存在","不在101文件清单","1190","4eeb1b2d1b07a787efdeb3971098048f86ae46b078186588a9f1b31760402106","2","hd_dc_theft_pulse_actor_trigger / hd_dc_theft_pulse_target_trigger","包含定义或引用，不代表整文件均由本任务制作"
"common/scripted_triggers/hd_dc_war_triggers.txt","common","存在","不在101文件清单","1190","4349cef06c954a5d43e3ac1c0a63ed1187e8475e086462eaa26d6a86e410bae5","2","hd_dc_all_core_wars_resolved_trigger / hd_dc_automatic_escalation_allowed_trigger","包含定义或引用，不代表整文件均由本任务制作"
"common/situation/situations/z_kuzhu_modified_dynastic_cycle.txt","common","存在","字节相同","75301","c1f02a6f5fdf05e53c5fa4a7c61e56c12155f7076b4128d7995be41b27ba0660","0","","包含定义或引用，不代表整文件均由本任务制作"
"common/story_cycles/hd_dc_records.txt","common","存在","不在101文件清单","252","5d0cf66cd4391694d0c70b9c1d2a213562d84fe05e4bccdcd3416583859cf112","1","hd_dc_record","包含定义或引用，不代表整文件均由本任务制作"
"events/activities/chariot_race_activity/chariot_race_ongoing_events.txt","events","存在","字节相同","129385","0dd4584d101c2d23d9ebdc381d2407c07e6a3ba66bb7cff720e84676e727d169","0","","包含定义或引用，不代表整文件均由本任务制作"
"events/activities/coronation_activity/coronation_events_1.txt","events","存在","不在101文件清单","249147","b7dff43cead0863cf4d9a23fe907758c845cf28f49268115de997022c4c448b3","0","","包含定义或引用，不代表整文件均由本任务制作"
"events/activities/coronation_activity/coronation_events_6.txt","events","存在","字节相同","350934","b878e80a91cbc0ac1dcd80d9a40b485f686bf37bb43574fbff25b92f245dac5c","0","","包含定义或引用，不代表整文件均由本任务制作"
"events/activities/feast_activity/feast_default_events_jason.txt","events","存在","字节相同","13197","39478df243458729adb505309aa88658636090bc089dedab76c4244816102d31","0","","包含定义或引用，不代表整文件均由本任务制作"
"events/activities/feast_activity/main_events/feast_default_events.txt","events","存在","字节相同","286128","c400b1a7d59e2214bb5783d7bf2aef5d857ec15fe25e305d51ff0c205bffd7f6","0","","包含定义或引用，不代表整文件均由本任务制作"
"events/activities/feast_activity/main_events/feast_tsagaan_sar_events.txt","events","存在","不在101文件清单","160670","eef6af2f43132fdea7c0d7d6273c2930ed858a1cfc1d0abb0b513fe8178d3942","0","","包含定义或引用，不代表整文件均由本任务制作"
"events/activities/funeral_activity/funeral_events.txt","events","存在","不在101文件清单","83352","f01e14f7783976e2dcdb303724d3bfdc8dff772e861db7e4abd19edd487680c7","0","","包含定义或引用，不代表整文件均由本任务制作"
